text_id,post_text,actual,predicted,confidence
TXT_01170,"""How did Dylan Quirk not make the Vic 19's. He kept to James Pattinson, Darren Pattinson and Peter Siddle in a 1st grade Grand Final at 15.""",Negative,Neutral,0.527
TXT_08932,"""How did Dylan Quirk not make the Vic 19's. He kept to James Pattinson, Darren Pattinson and Peter Siddle in a 1st grade Grand Final at 15.""",Negative,Neutral,0.527
TXT_00016,Nokia n97 microcosm - bear down upon the whole direct over and above utterly comprehensive march: OUYtuJ,Neutral,Positive,0.527
TXT_04208,@user That was the revelation I mentioned on sunday evening. I am still in Abj. How are u & where have u been again?,Positive,Negative,0.525
TXT_03114,Dustin Johnson off to a flyer yet again! All he needs to do is stay off the coke on Saturday night.,Negative,Neutral,0.525
TXT_06559,"""If it seems to smb that I say about one band more pleasant things than about another so it means that I love 1st more than 2nd,you're wrong.""",Positive,Negative,0.524
TXT_02901,Christmas Family Twilight tomorrow from 4pm including our 'Young Brumbies' Club. Who will spot 'Bernie the...,Neutral,Positive,0.524
TXT_07234,@user I may have enough to share...if I can get them by Laurin haha she was pumped!,Neutral,Positive,0.523
TXT_08713,To go to Astrology night tomorrow or to not go to Astrology night tomorrow. That is the question.,Neutral,Negative,0.523
TXT_07005,[ABS-CBN News] Aquino on Enrile\u2019s memoirs: May all of us seek in this book the lessons that will allow us to advance as a people,Neutral,Negative,0.523
TXT_04053,"""The rejuvenation of TFI Friday, ergo giving Chris Evans the opportunity to appear on TV more, is very disheartening.""",Negative,Positive,0.523
TXT_05053,"@user Is it not a shame that Super Eagles will play Niger Republic on Tuesday in a friendly match, why not BIG football countries?""",Neutral,Negative,0.521
TXT_06239,"""Ya know, John Kasich actually seems like a real human being with a real record.. Too bad that may or may not mean anything""",Negative,Neutral,0.521
TXT_04948,"""Cena and dolph will make 0 sense bc Ziggler will end up losing, like usual. Then he may cash in Who cares about tht if he loses 2 cena?""",Negative,Neutral,0.52
TXT_08177,This will be me when Nash's new video with Skylynn is up tomorrow,Positive,Neutral,0.519
TXT_08216,If anyone comes to school with the Galaxy Foams tomorrow \u002c I\u2019m mugging them .,Negative,Neutral,0.519
TXT_03490,"@user @user lol I will take Nat's word & give it a try. I may go back 2 Supernatural later, watching Arrow, Last Resort now 2""",Positive,Neutral,0.519
TXT_02917,"@user @user lol I will take Nat's word & give it a try. I may go back 2 Supernatural later, watching Arrow, Last Resort now 2""",Positive,Neutral,0.519
TXT_04353,My teachers call themselves givng us candy....wasn\u2019t even the GOOD stuff. I might go to Walmart or CVS tomorrow/,Negative,Positive,0.518
TXT_05265,My teachers call themselves givng us candy....wasn\u2019t even the GOOD stuff. I might go to Walmart or CVS tomorrow/,Negative,Positive,0.518
TXT_02356,Selling two Jason Aldean tickets for Friday! Text or dm me if you're interested,Neutral,Positive,0.517
TXT_04350,@user the chap is in his 2nd season of a 3 year deal. He has done the business at barca and Munich and I'm sure he will do it for us.,Positive,Neutral,0.516
TXT_02618,"""A 355-pound woman works to lose weight so she can start a family on #EMWL, ABC Sunday at 9pm""",Neutral,Negative,0.516
TXT_08996,Floyd Mayweather may have beaten Pacquiao but I bet you a billion dollars he couldn't beat Kelly Robinson,Neutral,Negative,0.516
TXT_01540,Remarkable Honda may leave milan - if he chose Lazio instead he may still have been playing football #Lazio #wrongchoice #SerieA,Negative,Neutral,0.515
TXT_06856,From the BBC:  Free childcare scheme 'may backfire',Neutral,Negative,0.515
TXT_05792,Turkey to pull troops from Iraq: Turkey announced Saturday it would withdraw its troops from Ira... ff: gospelgee,Neutral,Negative,0.515
TXT_06717,Remarkable Honda may leave milan - if he chose Lazio instead he may still have been playing football #Lazio #wrongchoice #SerieA,Negative,Neutral,0.515
TXT_08722,*counts down the days until October 6th and blesses Amazon Prime shipping* @user,Positive,Neutral,0.513
TXT_00033,The game 1st album 1 song he say he rap like Eazy-E then Nas then 50 cent then dr Dre then Jay-Z then Eazy-E again then like his dead bro,Positive,Neutral,0.513
TXT_06504,On my way to see Paper Towns for the 3rd time... I have to surrender my goal of seeing it 9 times because I'm moving:(,Neutral,Positive,0.512
TXT_01353,The weeknd and Ed Sheeran mixed together is the 8th wonder of the world,Positive,Neutral,0.512
TXT_06048,I am looking for to the release of Go Set a Watchman tomorrow by Harper Lee . I am NOT happy with all the spoilers  telling me about  it.,Neutral,Positive,0.512
TXT_02855,"""Best attitude for living:   \""""My Pain may be the Reason for Somebody\u2019s Laugh\u002c But My Laugh Must Never Be the...",Positive,Neutral,0.511
TXT_03103,"""So far I have drafted Aaron Rodgers at #9 overall, and then at #16 in the 2nd round, Matt Forte. Not bad.""",Positive,Neutral,0.511
TXT_06021,"""Naruto is like crack. I keep saying saying one more episode, until """"Oh look, the sun."""" #NARUTO""",Positive,Negative,0.51
TXT_00383,it may be 2:30 am &amp; i may be eating christmas cookies.. but im still jamming to justin bieber's new album. problem?,Positive,Neutral,0.507
TXT_03894,"@user yeah, we have the option to use the QB as a flex back. i activated Weeden & Sat Reggie Wayne for the 1st time""",Positive,Neutral,0.507
TXT_06771,"""Day 19 Sat in HVAR with 30degree sunshine and countless beaches, but would rather be at home watchin Super Sunday, find me a bar #unmissable""",Neutral,Positive,0.506
TXT_03777,"This chick bid on the 1st showcase (bunch of Apple products). Rookie mistake. 2d showcase was a trip, a TV and a car. Her face was hilarious",Positive,Neutral,0.506
TXT_06548,"""A win for either Metronomy, Everything Everything or PJ Harvey would be a satisfactory outcome for tonight's Mercury Awards.""",Positive,Neutral,0.506
TXT_05864,YOLO? Ofcourse\u002c but with in that life span yu may be an become 5 diff ppl\u002c the life we live in aint the only life we gone have\u002c be smart,Positive,Negative,0.505
TXT_07271,Speaking of Chris Jericho\u002c it is Wednesday today is it not? Time for some catching up on wrestling.,Neutral,Positive,0.504
TXT_07457,Lol @ when Frank Ocean decides to lowkey drop his album on Spotify and say it was released June 30th  Shits fire tho,Positive,Neutral,0.504
TXT_04657,Ruby Tuesday Streamlines Hiring and Onboarding of Team Members with Oracle Talent Management Cloud #HCM,Neutral,Positive,0.504
TXT_07778,I don't wanna see Ice cube son re do all ice cube parts.I saw Boyz in da hood 2.A remake of Friday.What's next.All about the Benjamin's 2?!,Negative,Positive,0.503
TXT_04175,I don't wanna see Ice cube son re do all ice cube parts.I saw Boyz in da hood 2.A remake of Friday.What's next.All about the Benjamin's 2?!,Negative,Positive,0.503
TXT_03803,Lorax is on for the 3rd time today! Dammit I was tryna hold off on finishing this book\u002c Can\u2019t put it down #Reading,Negative,Positive,0.502
TXT_08308,Another Estella video you may not have seen,Neutral,Negative,0.502
TXT_02204,Pray for a better day tomorrow. Maybe we will wake up and #Obama and #Extremist Muslims will be gone! #CCOT #TCOT,Neutral,Positive,0.502
TXT_05318,"""There you, go, Vermalen. You don't clear it, and disaster strikes, especially if Van Persie is in the area. ManU up, 1-0, in the 3rd minute.""",Negative,Neutral,0.502
TXT_06200,"Bernie Sanders will stop in Greensboro, NC Sunday. He's holding a rally at the Greensboro Coliseum. #Vote2016",Positive,Neutral,0.502
TXT_05504,You may feel you\u2019re alone\u002c But I\u2019m here still with you. You can do what you dream Just remember to listen to the rain ~by: Amy Lee,Neutral,Positive,0.502
TXT_02163,Lorax is on for the 3rd time today! Dammit I was tryna hold off on finishing this book\u002c Can\u2019t put it down #Reading,Negative,Positive,0.502
TXT_06539,When Mr.Craig said sunday night was officially the last day of Marching Band. < <,Negative,Positive,0.501
TXT_04416,@user you may be going to LSU but not me,Neutral,Negative,0.501
TXT_08307,Watching the brilliant rick stein making paella on Saturday kitchen live....,Neutral,Positive,0.5
TXT_03835,"""I hate the White Sox with the white-hot heat of 1000 suns.  Do better tomorrow, Royals.""",Negative,Neutral,0.5
TXT_04121,A treat for #BondGeek's booking today as tomorrow we'll hear more on the title song now anticipated to be sung by Sam Smith? #SPECTRE,Positive,Neutral,0.499
TXT_04181,How about a Day of Action and Meetups on Sat Oct 18th  with Jacqui Gingras  9:30 AM for Coffee @ Cafe Mazzega in #Lumby we'll be there :),Positive,Neutral,0.499
TXT_04915,@user I have 1 question. Did you actually sing the song waiting for the sun by approaching Nirvana???,Neutral,Positive,0.499
TXT_04705,"Soundchecking in Grateful Dead Listening Party with Sunshine Daydream, (DVD), Veneta, Oregon, Aug 27 1972",Neutral,Positive,0.498
TXT_07088,See Traversive Territories until it's too late! On view now until September 7. Free admission sponsored by IBM....,Positive,Neutral,0.497
TXT_08087,@user Harvey and Shawn have put me on the no access list along with Bo and Carl Pelini. Otherwise I'd be there tomorrow.,Negative,Neutral,0.496
TXT_07933,Not even started this essay thats to be in for tomorrow. Christmas opening night at the garden centre was much more fun!,Positive,Negative,0.496
TXT_03744,@user Harvey and Shawn have put me on the no access list along with Bo and Carl Pelini. Otherwise I'd be there tomorrow.,Negative,Neutral,0.496
TXT_07419,Right down to an uncomfortably close win over the Jets the Pats and Packers are mirror teams...both will be bounced by Championship Sunday,Negative,Positive,0.496
TXT_02591,White Sox could further explore Robertson trade in offseason via @user They can't get to the 9th to use him.,Neutral,Negative,0.496
TXT_02882,Ravens sign Ricky Williams ohhhhh leeeeee dueeetttttt #blackbirdgang...they bout to smokeout the locker room tonight,Positive,Negative,0.495
TXT_01068,Still time to ask Saturday Kitchen legend James Martin a question\u002c he\u2019s just given us the lowdown on Strictly,Neutral,Negative,0.494
TXT_04263,from the time i dropped off mar'i to the time i got home i blasted justin bieber &amp; i have no shame,Positive,Negative,0.494
TXT_04872,The Uncut Ultimate Music Guide dedicated to Fleetwood Mac (on sale in the UK on Thursday Sept 10  Read more at...,Neutral,Positive,0.493
TXT_07281,Iran: Mass execution of 8 prisoners in just 3 days #health #politics #sun,Negative,Neutral,0.492
TXT_08715,@user I think we all knew it would come to this. We sat through 4 yrs of watching a hatred for the POTUS build up. And here we are,Negative,Positive,0.491
TXT_06696,@user  MIsrepresentation. What was said was that a lot of Christians may not have full understanding of the Trinitarian confession.,Negative,Neutral,0.49
TXT_02942,"""Jersey Friday, Danny elfman, does it get any better? @user @user",Positive,Negative,0.49
TXT_08315,Orange horizon when the sun is coming up but dark eerie sky? Welcome to Raccoon City,Positive,Neutral,0.489
TXT_03948,Oh goodie: that game no one liked about the blind girl hits PS4 tomorrow.,Negative,Neutral,0.489
TXT_00902,Oh goodie: that game no one liked about the blind girl hits PS4 tomorrow.,Negative,Neutral,0.489
TXT_08063,Party tonight Friday Oct 26 @ Kwames Fusion 476 Cosburn Ave East York. On M2J 2N5    Playing the best in old school reggae and hip hop.,Positive,Neutral,0.488
TXT_00364,I can not change yesterday. I can only make the most to day\u002c and look with hope toward tomorrow. (Anonymous),Negative,Positive,0.488
TXT_06190,Family\u002c friends and fans make Shahrukh\u2019s 47th birthday memorable: Mumbai\u002c Nov 2 (ANI): As Bollywood superstar Sh...,Positive,Neutral,0.487
TXT_07501,What an achievement by Paul Dunne today. To lead the open in these circumstances is amazing. Everybody will be shouting for him tomorrow!,Positive,Neutral,0.487
TXT_07767,"""Dont miss this tomorrow: Superstars Ink on w/ its 1st guess, the WWE &amp; US Champ, Seth Rollins",Positive,Neutral,0.486
TXT_01182,"@user If Spurs complete deals for Dempsey and Moutniho OMD! add that to the players they have, they may be better loooool cant believe it""",Positive,Negative,0.483
TXT_04433,My friday night consists of bingewatching Inside Amy Schumer on my pc with my flatmate next to me on my bed watching something scary on hers,Neutral,Positive,0.483
TXT_01538,Mom just asked if I wanted to see the Knicks vs Celtics in October...I hate both teams but it\u2019s a live game hmm,Negative,Neutral,0.483
TXT_02023,i need to figure out what shoes im going to buy tomorrow NIKE OR ADIDAS SUPERSTAR BC MY BROTHER HAS ONE AND I WANT TO HAVE IT TOO,Positive,Negative,0.483
TXT_04245,"@user sorry about that, I didn't see it! I'm going to peep the article, are you gonna buy """"Watchman"""" tomorrow? And yes by the way.""",Neutral,Negative,0.482
TXT_03098,Giant iPad anyone? Don't forget to check out the Apple Event at 1pm EST. #apple #charlotte,Positive,Neutral,0.482
TXT_08396,@user Cubs fans still complaining that Kris Bryant didnt come up til May now number in the dozens.,Negative,Neutral,0.481
TXT_02854,"hi New York peeps. did you know that you can see Oracle, Summon The Apgrod and a whole host of other #altgames at @user on the 10th?",Positive,Neutral,0.481
TXT_04030,Just Dance by Lady Gaga brings the 8th grader in me back to life,Positive,Neutral,0.48
TXT_00098,"""In a world where Kanye West is president and Miley Cyrus performs a song saying she smoke pot and love peace, I may as well kill myself!""",Negative,Positive,0.48
TXT_08454,The Buccaneers have a bye week this weekend. They are practicing hard for their game on October 26th vs the Vikings. #lwlive,Positive,Neutral,0.48
TXT_05470,It is an insanely good treat to be bringing Destructo @ popscene Thu\u002c May 17. DESTRUCTO\u002c the mastermind of  HARD...,Positive,Neutral,0.48
TXT_07966,is Niall gonna have his 22nd in la with his celeb friends,Neutral,Positive,0.48
TXT_08016,Sorry but on September 12 I will be watching the Oklahoma Tennessee game not Floyd Mayweather hugging someone for an hour.,Negative,Neutral,0.479
TXT_02753,Sorry but on September 12 I will be watching the Oklahoma Tennessee game not Floyd Mayweather hugging someone for an hour.,Negative,Neutral,0.479
TXT_02960,Super Sunday indeed. After the footy & cricket\u002c SS4 has Buffalo-NY Jets & Houston-Denver; C4 airs NE-Baltimore; @user has Houston-Denver,Positive,Neutral,0.478
TXT_01309,I\u2019m definitely going to that cypress game Friday.,Positive,Neutral,0.477
TXT_04867,This song says everything about a break up ...Rope To Hang by Neil McSweeney: Dir. Sat Johal of Crows Nest Films,Neutral,Negative,0.477
TXT_05292,@user  We had to pick dates for 2013 vacation days from work today.  I took off the Friday before St Pattys.  #BG  #BewaretheGolfCarts,Neutral,Positive,0.476
TXT_06216,"We can make the 27th iPhone, interactive robots, and grow brains but yet MCDONALDS CAN NEVER KEEP THEIR ICE CREAM MACHINE WORKING.",Negative,Positive,0.476
TXT_03338,"""It sounds weird the thought of someone dancing to 'TIHTY' on a club but c'mon, not everyone knows what the song is about #MTVStars Lady Gaga""",Neutral,Positive,0.476
TXT_06524,"""Vincent Jackson limited in Monday practice estimates, fantasy value just fine for Thursday: Tampa Bay Buccaneers...",Positive,Neutral,0.475
TXT_08161,"Darcis stops the bleeding by winning his 1st game since 1-0 in the first serve. Well, one kind of bleeding because Federer's still leading.",Positive,Neutral,0.474
TXT_08586,My 3rd autograph!My lil sis was the one who came up to Toni Gonzaga! Left photo\u002ccredits to: allenvalladares,Neutral,Positive,0.473
TXT_08583,Holy shit. Rebecca black donated all her earnings from Friday to help the Japan Earthquake. This changes everything.,Positive,Negative,0.473
TXT_01214,so Harper is blaming Del Mar racing another meet for the summer meet's struggle.  Never change California racing.,Negative,Neutral,0.472
TXT_00726,"""Just caught up on Tuesday nights Accused, @user was quality in the last two. All 4 have been quality Jimmy McGovern = great writer""",Positive,Neutral,0.472
TXT_01969,One for your diary. We have reindeer's coming to the garden centre on Saturday the 8th of December.,Neutral,Positive,0.472
TXT_05322,@user @user Negative! 90\u2019s would be the Poetic Justice look or how they dressed in Friday.,Negative,Positive,0.471
TXT_06259,"""I now feel bad for buying a Thor novel for $4.95 at Barnes &amp; Noble, but now I know why it was $4.95. #LCD",Negative,Neutral,0.471
TXT_02457,That moment you realise Justin Bieber may be better at freestyling than Young Thug  Don't forget to Like our page...,Positive,Negative,0.47
TXT_05387,"""\""""""""@Peter_Owen1: Bulls season tips off Wednesday night vs Sacramento Kings. Excited is not the word.\"""""""" Frustrated is the right one...""",Negative,Positive,0.47
TXT_00732,That moment you realise Justin Bieber may be better at freestyling than Young Thug  Don't forget to Like our page...,Positive,Negative,0.47
TXT_01465,"""\""""""""@Peter_Owen1: Bulls season tips off Wednesday night vs Sacramento Kings. Excited is not the word.\"""""""" Frustrated is the right one...""",Negative,Positive,0.47
TXT_05216,"""Last night for @user Lloyd Robertson. A sad day for news, will miss that deep voice. #legendary""",Negative,Neutral,0.47
TXT_04241,"""Federal Reserve sticks with stimulus: The Federal Reserve made no major policy changes Wednesday, deciding to stick to its plan of st...""",Positive,Negative,0.47
TXT_03779,"""Kim Davis, KY Clerk Blocking Gay Marriage, Held in CMPT. a state employee, &amp; broke the law. Have fun in prison may u find a nice woman!""",Negative,Positive,0.469
TXT_04570,The fact that after I tweeted that\u002c Max the dog sat on my cold left-out foot...,Neutral,Negative,0.469
TXT_07250,Harris English\u002c a #pgatour rookie\u002c playing in his first @user started his Saturday by plunking a marshal on the head #ouch,Negative,Neutral,0.468
TXT_05618,"Mulcair, Harper and Trudeau still in close race after campaign's 1st phase. Leaders considering time-sharing the country.",Neutral,Negative,0.468
TXT_02354,Kendrick giving a free concert in watts the 22nd.... Who's going w me,Positive,Neutral,0.468
TXT_08918,#Hydrogen Car News Lexus may reveal a new hydrogen fuel cell car: Lexus has plans to reveal the new ge... #carkit,Positive,Neutral,0.467
TXT_01423,@user Hellyeaa ahaha\u002c One of the 1st streets on Niggas !,Positive,Neutral,0.466
TXT_01039,May have smoked a blunt with Jay-Z at the @user show last nigh trying to remember..No big deal but i want his connect shits fire !!!,Positive,Negative,0.465
TXT_00171,dont get paid till saturday but im going traffod centre tonight\u002c cba,Negative,Neutral,0.465
TXT_00735,May have smoked a blunt with Jay-Z at the @user show last nigh trying to remember..No big deal but i want his connect shits fire !!!,Positive,Negative,0.465
TXT_00059,Sam smith will be here Saturday and I'm not going....something is not right.,Negative,Neutral,0.464
TXT_06234,"""Sadly, the BJP may still find itself on the backfoot next elections despite best efforts by Rahul Gandhi""",Negative,Neutral,0.463
TXT_06785,It's not really a Sunday until you've listened to some frank ocean,Positive,Negative,0.463
TXT_05987,It's not really a Sunday until you've listened to some frank ocean,Positive,Negative,0.463
TXT_06114,"""I may not be a fan of the Spurs, but they play some amazing basketball.""",Positive,Negative,0.461
TXT_05794,"""just out in Pinellas: Steve Miller Band, Metallica (MINT 1st pressing), Rolling Stones, T.Rex, Doors, Band, Neil Young, Iron Maiden, Hendrix""",Positive,Neutral,0.46
TXT_00683,"""Welp, blue jays saying fuck pitch counts. David Price back in for the 8th.""",Negative,Neutral,0.46
TXT_05077,"""Welp, blue jays saying fuck pitch counts. David Price back in for the 8th.""",Negative,Neutral,0.46
TXT_02971,"""Welp, blue jays saying fuck pitch counts. David Price back in for the 8th.""",Negative,Neutral,0.46
TXT_07440,"""Apple is expected to announce the iPhone 6S at 1PM tomorrow.""  Translation: At 1:00 PM tomorrow, the Internet will lose its shit.",Positive,Neutral,0.459
TXT_03291,@user Rodgers has been down by 9 + in the 2nd half a total of SEVEN times. What a worthless article,Negative,Neutral,0.458
TXT_03054,@user Millsap\u002c Al... Favors is getting there and Kanter will.  Is Jeremy Evans your 5th? Idk about that. If Evans is legit\u002c I think,Neutral,Negative,0.457
TXT_00179,"Added psychotic to my library when year 12 starts tomorrow #smartmove #gonnafail""",Negative,Neutral,0.457
TXT_00594,@user the DBS I get there name tomorrow and ray Lewis is still talking bout u Anit going in the middle lmfao,Neutral,Negative,0.457
TXT_00395,"""We get it, Randy Orton &amp; Sheamus dont like each other, this is the 4th time within 3 weeks.""",Negative,Neutral,0.457
TXT_04103,"""4th of July Mayhem , The Bikini Tops Edition Going Down July 4th @ Club Crucial ! #Breadhead bouta turn it upp ! @user",Neutral,Positive,0.457
TXT_02598,I just sat in the same spot for an hour &amp; a half straight watching Beyonce's performance from last night and I honestly have no shame,Positive,Negative,0.457
TXT_05534,Kendrick's Black Friday track destroyed Cole's but they was just warming us up for ROTD2,Neutral,Negative,0.456
TXT_00914,Kendrick's Black Friday track destroyed Cole's but they was just warming us up for ROTD2,Neutral,Negative,0.456
TXT_00494,Diego Costa a doubt for tomorrow. Then again he's been a doubt for half Chelsea's games this season. #cfc,Negative,Neutral,0.455
TXT_08782,Oct. 2 is almost too far away for me to wait for the return of #Dexter!,Negative,Positive,0.453
TXT_06799,If Jeb Bush wins by some far chance the flood gate will be really opened and our 1st language will be spanish,Negative,Neutral,0.452
TXT_03129,If Jeb Bush wins by some far chance the flood gate will be really opened and our 1st language will be spanish,Negative,Neutral,0.452
TXT_05666,Oh shit I just remember the Sam smith concert is on the 30th,Neutral,Positive,0.451
TXT_08011,@user Take a look at @user Tweet:  Hindus should not use RIP.  U can use it for Michael Jackson,Negative,Positive,0.451
TXT_08663,"""Dad gets back from Philly tomorrow which means Big Brother will be on every night, so might have a bet to make it interesting, who's fav?""",Neutral,Positive,0.45
TXT_05501,"""Everyone came to the VMAs looking boring or like trash (from what I see so far), and then Nicki showed up looking like a sun goddess.""",Neutral,Positive,0.45
TXT_02712,Any Joey fans that want a cover for all NNS wins may take this.,Positive,Neutral,0.449
TXT_02662,@user Rock Im Park busted me on Sunday... I got in illegally. Soon I may get a problem.. Was for 5 hours with the police...,Negative,Neutral,0.448
TXT_07559,@user yeah. I've always said Milan is being run as if it was a 3rd world country. Can't say Galliani is the main issue tho.,Negative,Positive,0.447
TXT_04220,Biden gauging his 'emotional fuel': Vice President Joe Biden revealed to members of the Democratic National Committee Wednesday...  #news,Neutral,Positive,0.447
TXT_05939,@user yeah. I've always said Milan is being run as if it was a 3rd world country. Can't say Galliani is the main issue tho.,Negative,Positive,0.447
TXT_05938,Trent Richardson is the bad-weather back the Cleveland Browns have long needed: Bill Livingston\u2019s Mon... #cleveland,Negative,Neutral,0.446
TXT_03620,My playlist is going from Bryson tiller to Justin Bieber to August Alsina lmao,Neutral,Positive,0.446
TXT_07235,Gambled on Chocolate Day as a successful theme day at work..turns out chdn DO like chocolate. Wed. is Gross Day. Hope kids like gross stuff.,Positive,Neutral,0.446
TXT_08487,"""C'mon, let's make Heart's """"Magic Man"""" Kris Bryant's new walkup music",Neutral,Positive,0.445
TXT_03792,"""Hahaha 2nd place in Miss USA was Miss Texas from @user , wonder if the organization just placed her there just for being Mexican""",Negative,Neutral,0.445
TXT_05926,The wildest lie I told a chick when I loved in ATL I told her I just got drafted to the Falcons in the 6th round before Google was poppin,Negative,Positive,0.445
TXT_07318,"I may or may not be getting sick...perfect. #idontwantit""",Negative,Positive,0.443
TXT_06695,Acta gets the ax. Wrote about him and other managers on the hot seat on Tuesday,Negative,Neutral,0.442
TXT_03603,"""Sadly, the Vokle live webcasting site isn't functioning reliably. I'll video tape Wednesday's Runnin' Nekkid...",Negative,Neutral,0.441
TXT_08224,Tomorrow im doing a poll at 5pm-Which series of Dancing on ice is ur fave The celeb+pro that won the series will get a shoutout,Neutral,Positive,0.441
TXT_00779,"""Sadly, the Vokle live webcasting site isn't functioning reliably. I'll video tape Wednesday's Runnin' Nekkid...",Negative,Neutral,0.441
TXT_04210,"Aww it's Labor Day on the movie, that was just Monday haha",Positive,Neutral,0.439
TXT_07804,"""also, a musing: i want to dance to david bowie and the soundtrack to saturday night fever. i'd like there to be disco lights""",Positive,Neutral,0.439
TXT_03555,"""Just like the 2nd coming, am moving creepy - Hot Jam""",Negative,Neutral,0.437
TXT_05738,"Even the SCOTUS says the 2nd A can and should be restricted, David!",Neutral,Positive,0.437
TXT_07968,Honestly frank ocean said July. Is he okay? What's taking so long?,Neutral,Negative,0.437
TXT_04019,"""OK, So Hulk Hogan may have took it a bit too far this time...",Negative,Neutral,0.436
TXT_01607,Oscars Well makes his debut over fences at Punchestown tomorrow. It looks as though he\u2019ll have Plan A and Darwins Fox to overcome.,Neutral,Positive,0.435
TXT_07346,: Billy Ho going all Sharknado on championship Sunday.,Neutral,Positive,0.433
TXT_01594,So Shawn is meeting up with the jacks tomorrow I'm expecting some hot ass pics,Positive,Negative,0.433
TXT_06659,"""(via @user Alessio Cerci thought he'd scored for Atleti, ref deemed handball, 2nd yellow, off. Harsh.",Neutral,Positive,0.432
TXT_00791,Laker fans should take it as a sign that they got beat by the Sacramento Kings twice in the preaseason...and their starters played the 4th,Negative,Neutral,0.431
TXT_08384,going to finish watching The Vow tomorrow \u002c its such a cute movie c:,Positive,Neutral,0.43
TXT_05663,@user @user I may be a career college student trying to get my Bachelor's degree too! Unless you'd like to write me a check for 50k,Neutral,Positive,0.429
TXT_07076,"""Tom Brady may be considered great but he will always have an * by his name,just like Barry bonds.""",Neutral,Positive,0.428
TXT_01127,"""Kris Bryant is the 4th best base runner in the league, according to the stat BsR... Didn't expect that""",Neutral,Negative,0.427
TXT_03390,@user How fragile is it? I'm still on Moto G 1st gen and this has lasted all holocausts. Looking at Mi now.,Neutral,Negative,0.427
TXT_04227,"@user Thanks, Israel! The base-band version will determine if the device is up-to-date. May we please have the model""",Positive,Neutral,0.426
TXT_06872,@user show some bloody respect. Google+? he may not be world class but you'll have been singing his praises a few seasons ago,Negative,Positive,0.425
TXT_03491,"""LMFAO Hulk Hogan really got fired on his day off.  On a Friday, man.""",Neutral,Negative,0.425
TXT_04256,@user I work at the LA in Alsip but that xsport offered me a job. Got an interview tomorrow,Neutral,Positive,0.422
TXT_01957,Why take the elevator from the 1st floor of Pope to the 2nd? Why?,Negative,Neutral,0.421
TXT_07496,So I went to a school to fill out a form with a #2 pencil OMIGOD JUST REALIZED I ACCIDENTALLY TOOK THE SAT INSTEAD OF VOTING TODAY,Negative,Neutral,0.421
TXT_08966,"""\""""""""@Rican_Amor: Who wants to go to a A$AP Rocky concert with me on the 14th or 15th ?!?!?\"""""""" you don\u2019t have a choice on who you taking we going!""",Neutral,Negative,0.421
TXT_08392,"""\""""""""Happy Valentines Day\"""""""" awkward cuz its def not february 14th in the U.S....""",Positive,Neutral,0.42
TXT_04846,"""Might only play Kenny and Jason Aldean tonight djing to prepare for tomorrow. Ya I know I'm a loser for going tomorrow, I didn't buy them..""",Negative,Positive,0.418
TXT_05516,If I'm Holly Holm I think I go to Dana White &amp; hold him hostage. But I may just enjoy chaos a little too much,Neutral,Negative,0.416
TXT_07004,Stuffed Pork Chop dinner 5-8p Sat night at Eagles Club in Cedar Rapids..1735 11th Street NW. I\u2019m guest bartending.I DON\u2019T make fufu drinks!,Neutral,Negative,0.415
TXT_00114,"""He then said """"Kendrick Lamar will be the a huge rapper"""". He may be a genius""",Positive,Negative,0.412
TXT_08121,Ice Cube raw asf I never knew he's the creator of friday and boyz n the hood..  GOAT,Neutral,Positive,0.412
TXT_01507,Damn Foo Fighters and #RickRoll still in my news feed. Now the 2nd night in a row I go to bed with that song in my head. On loop for 7 hrs.,Negative,Positive,0.409
TXT_06277,Just did Spartacus 2.0 and sauna...imma be sore tomorrow but so worth it,Positive,Negative,0.409
TXT_02964,"""Oddly, Dustin Johnson may be better served to play the final round chasing not being chased. He can play to win, not play NOT to lose.""",Negative,Neutral,0.408
TXT_07850,"""First day back at work proper and it has been manic and fuck it, I'm booking that to go see the Milan derby in Jan as a late bday trip!""",Neutral,Negative,0.405
TXT_00880,Google Wallet is coming to MetroPCS\u002c so now you won\u2019t need to sign a contract to have your identity stolen. More jokes:,Negative,Positive,0.405
TXT_07484,If you want a good laugh..or just another confirmation that Kanye West may be the biggest idiot ..ever...or Both...,Negative,Positive,0.403
TXT_08950,"@user Yesterday, did you see Kris Bryant go over to field 2nd base for a few pitches &amp; then go back to 3rd? Never seen that ever before""",Neutral,Negative,0.402
TXT_03870,"""Will Fuller said it got """"""""annoying"""""""" after Brian Kelly played the Florida State fight song during practice on Wednesday.""",Negative,Neutral,0.402
TXT_08626,"""Will Fuller said it got """"""""annoying"""""""" after Brian Kelly played the Florida State fight song during practice on Wednesday.""",Negative,Neutral,0.402
TXT_03219,"""No amount of effort can save you from oblivion."" --Kurt Cobain #MONTAGEOFHECK // AUG 7 //",Neutral,Negative,0.401
TXT_05576,"""\""""""""Did you see that Andy Carroll header? What technique!\"""""""" \""""""""C\u2019mon! that\u2019s not technique. Technique is passing the ball 5 yards 50 times.\""""""""""",Negative,Positive,0.399
TXT_00831,#Trayvon My daily tweet (9-09) in memory of Trayvon Martin- killed 197 days ago. ~May you Rest in Peace~ (Praying and hoping for the family),Neutral,Positive,0.398
